id,tag,cleaner_description
76,SA,участвовать в аналитике и постановке задач написание постановок для разработчиков а также в развитии внутренний бизнес процессов и продукта описывать процессы bmpm uml userstory usecases готовить спецификации требований к по и другие документы описание и поддержка актуальных требований в confluence обеспечивать взаимодействие с коллегами в комфортных для всех форматах выделять время на поиск возможностей улучшить существующие процессы опыт сбора и анализа требований к информационным системам уверенное знание сетевых протоколов rest и soap работа с confluence jira анализ и документирование существующей реализации информационных систем постановка задач с детальным описанием разработчикам моделирование бизнес процессов понимание стандартов проектирования информационных систем высокие коммуникативные навыки
77,SA,сбор бизнес требований и описание бизнес процессов участие в разработке архитектуры решения описание технических требований знание нотаций bpmn опыт работы с описанием api опыт разработки и описания бизнес процессов as is to be опыт работы с брокерами сообщений kafka rabbitmq
78,SA,опыт работы системным или интеграционным или ит аналитиком участие во всех жизненных циклах разработки программного обеспечения проектирование аналитика разработка тестирование внедрение сопровождение внедрения и внедренных решений в качестве системного аналитика архитектора или разработчика проектирование интеграционных решений и взаимодействий знание sql умение работать с большими объемами данных разработка технической документации к по использование субд oracle ms sql postgresql знание процесса сбора и реализации требований типы трассировка валидация и т п знание нотаций uml bpmn 2 0 и умение их применять сбор анализ формализация требований в виде типовых документов техническое задание детальные бизнес требования согласование с заказчиком анализ структуры и состава данных смежных систем форматов интеграций постановка и контроль исполнения задач на разработку валидация тестовых сценариев участие в приемо сдаточных испытаниях разбор анализ инцидентов и дефектов проектирование потоков данных и интеграционных решений формальное описание согласование решений
79,SA,аналитика для работы над интересными задачами сбор и документирование бизнес функциональных требований описание бизнес логики разрабатываемого продукта проектирование use cases проектирование внутрисистемных и внешних интеграций opc проектирование реляционных бд на уровне логической модели взаимодействие с командами разработки и дизайна формирование прототипов пользовательского интерфейса участие в рабочих совещаниях с заказчиком написание пользовательской документации руководства инструкции понимание жизненного цикла процесса разработки от сбора требований до ввода в эксплуатацию общее понимание архитектуры навыки проектирования реляционных баз данных умение формировать простые sql запросы навыки проектирования er диаграмм навыки декомпозиции работ по аналитике и для продукта в целом навыки описание диаграмм в uml sequence activity хорошее знание и опыт использования инструментов визуализации figma visio miro draw io и пр опыт ведения переговоров проведения презентаций опыт работы с плк знания тау
80,SA,старшего системного аналитика на проекты по развитию хранилищ интеграции и миграции данных в департамент аналитических решений команда департамента занимается всеми современными направлениями в области работы с данными внедрением bi систем и систем аналитической отчетности проектированием сложных хранилищ и витрин данных взаимодействовать с бизнес аналитиками команды и архитектором для формирования тз и постановок на разработку разрабатывать логические модели данных совместно с архитектором и бизнес аналитиком проводить анализ источников данных разработку спецификаций на интеграционное взаимодействие на основе логических моделей данных и описаний источников формировать требования по сбору данных и расчету требуемых показателей взаимодействовать с командой разработки для контроля разработки по подготовленным тз и постановкам участвовать в разработке проектной и эксплуатационной документации участвовать в тестировании разработанного функционала участвовать в процессах сверки данных верификация качества данных участвовать в поддержке системы в опытной и постоянной эксплуатации курировать команду аналитиков опыт взаимодействия с командой разработки опыт работы с реляционными бд sql для формирования постановок разработчикам написание sql запросов опыт работы с функциональными требования для формирования тз опыт подготовки проектной документации технические задания на разработку операционные инструкции и т д знание принципов разработки по проектирования приложений в части бд плюсом будет навык работы с системами проектирования логических физичеcких моделей данных например sap power designer
81,UXUI,ui ux дизайнера ui ux дизайн мобильных приложений веб приложений сайта поддержка и развитие дизайн системы проекта улучшение и исправление технических недоработок в дизайне по ранее разработанным проектам развитие уже существующих продуктов при полной поддержке главного дизайнера figma на уверенном уровне работа с компонентами auto layout variants аккуратность в дизайне опыт в разработке дизайна мобильных приложений ios android опыт и понимание работы с адаптивной версткой в вебе
82,UXUI,создавать целостный продукт и участвовать на всех стадиях разработки его дизайна прототипирование wireframe проектирование тестирование отрисовка сопровождение проектировать страницы сайта интерфейсы веб сервиса desktop mobile версия сайта придумывать как упаковать сложные процессы в простые и понятные интерфейсы создавать и развивать дизайн систему в продукте создавать и изучать продукт для максимального комфортного взаимодействия пользователя с продуктом исследовать продукты и интерфейсы конкурентов для понимания удачных и неудачных решений делать предложения по улучшению интерфейсов в продукте много общаться с командой другими дизайнерами продактами бизнес заказчиками разработчиками и другими участниками продукта контролировать качество реализации макетов разработчиками дизайнерский надзор опыт продуктового дизайна в вебе уверенное владение figma портфолио на dribbble behance или другом ресурсе работа с основными составляющими дизайна интерфейса типографика макет цвет иконки анимация умение работать вместе с продакт менеджером и разработкой опыт разработки адаптивного дизайна под различные устройства понимание принципов юзабилити знание методологий разработки дизайна cjm метод персон и др понимать и применять продуктовые подходы к дизайну которые решают проблемы пользователей и способствуют достижению целей бизнеса
83,UXUI,продуктового дизайнера развивать отдельную часть продукта cоздавать низкоуровневые и высокоуровневые прототипы дизайн концепты формулировать интерфейсные гипотезы проектировать решения в figma участвовать в исследованиях вместе с ux лабораторией отвечать за весь процесс создания решения взаимодействовать с аналитиками разработчиками другими дизайнерами опыт работы с дизайн системой ui kit и figma опыт инициации количественных исследований или качественных юзабилити тестирований хорошая насмотренность в дизайне которую ты применяешь на практике понимание как довести придуманную концепцию до прода в том виде в котором её задумали
84,UXUI,ui ux дизайнера вести и развивать ui кит а так же заниматься развитием самого продукта опыт создания и ведения дизайн систем будет большим плюсом опыт работы над сложными продуктами блестящее знание figma ответственность и внимательность понимание принципов веб и мобильной разработки развивать библиотеку компонентов для мобильного приложения и сайта нескольких продуктов в сотрудничестве с продуктовыми дизайнерами cоздавать новые компоненты и улучшать существующие тесно взаимодействовать с разработчиками из трёх платформ ios android и web следить за внедрением компонентов в продуктах
85,UXUI,ux аналитика для улучшения интерфейсов мобильной ос проведение качественных и количественных исследований интервью лабораторные коридорные a b опросники отслеживание анализ документирование и актуализация требований совместная работа по уточнению требований с командами разработки тестирования внедрения технической поддержки и т д прямое участие в разработке элементов пользовательских интерфейсов шаблонов интерактивных прототипов документации высшее техническое it образование опыт работы с мобильными операционными системами и приложениями понимание общих концепций ui ux мобильных операционных систем знание гайдлайнов понимать как устроен цифровой продукт и понимать процессы по его дизайну и реализации уметь качественно анализировать данные на выходе и аргументированно предлагать решения по улучшению открытость коммуникабельность желание работать в команде умение выстраивать свою работу умение пользоваться инструментами figma balsamiq mockup draw io jira confluence или их ближайшими аналогами знакомство с qt framework и или qml опыт использования других операционных систем для мобильных устройств sailfish ubuntu touch ubports maemo meego tizen firefox os pureos и др или кастомных прошивок cyanogenmod lineageos и др
86,UXUI,middle senior дизайнера ux ui не только в проектировании но и в визуальной части проектировать и оформлять сайты и мобильные приложения для крупных клиентов интернет магазины корпоративные сайты приложения промо проекты в сфере культуры образования историко просветительской и научной деятельности поддерживать уже работающие проекты улучшая их дизайн общаться с командами разработки как внутри так и на стороне подрядчиков имеете сильное портфолио с примерами работающих проектов владеете высоким качеством визуала типографикой и графическим дизайном имеете опыт создания дизайн систем и ui китов понимаете принципы верстки и веб разработки умеете разговаривать на одном языке с разработчиками и аналитиками обладаете опытом работы в команде способны вести несколько проектов одновременно соблюдаете дедлайны умеете создавать 3d графику работали с видео и 2d анимацией участвовали в пользовательских тестированиях и умеете их проводить опыт работы с нейросетями важно при отклике на вакансию просьба прикреплять ссылку на behance dribbble или личный сайт
87,UXUI,поддержка и развитие фирменного стиля компании разработка креативов для рекламы и соцсетей преимущественно вконтакте telegram яндекс дизайн и верстка презентаций для внешних мероприятий и топ менеджмента в power point дизайн сайта проекта разработка лендинг страниц figma tilda дизайн печатной и сувенирной продукции для мероприятий стикер паки мерч pos материалы подготовка файлов к типографской печати предложение современных решений к существующим наработкам имеешь релевантный опыт работы дизайнером от 2 лет портфолио обязательно имеешь опыт самостоятельного ведения проектов под ключ работаешь с adobe сс illustrator photoshop figma ms powerpoint знаешь принципы создания презентаций знаешь и применяешь в работе тенденции дизайна знаешь особенности предпечатной подготовки умеешь создавать целостные визуальные решения включая брошюры инфографику презентации плакаты визуализацию данных корпоративные коммуникации web баннеры маркетинговые материалы и материалы для мероприятий
88,UXUI,изучать пользовательский опыт предлагать защищать и реализовывать его улучшения формировать кликабельные модели прототипов для проверки гипотез в figma анализировать исследовать декомпозировать проектировать клиентский путь выстраивать эффективные коммуникации между дизайн командой и руководителем проекта опыт продуктового дизайна от 3 х лет опыт применения продуктовых подходов к дизайну знание продуктовых метрик знание figma и необходимых программ для выполнения проектов figma jira confluence хорошее понимание клиентского пути cjm уметь проводить ресерч и предлагать различные варианты визуализации умение управлять своей нагрузкой и равномерно распределять ее по всем задачам умение вести сразу несколько проектов и легко переключаться между задачами разного масштаба навык исследования пользовательского опыта умение и желание предлагать защищать и реализовывать его улучшения способность оперировать продуктовыми метриками
89,UXUI,ui ux дизайнера проектировать и отрисовывать полезные удобные сервисы мобильные приложения и сайты подготавливать материалы для разработчиков контролировать реализацию постоянно взаимодействовать с заказчиком и командой аргументированно отстаивать свои решения перед заказчиком при отклике напишите о своем коммерческом опыте и прикрепите ссылку на портфолио с примерами сервисов мобильные приложений и сайтов опыт проектирования интерфейсов и готовность развиваться дальше хорошее знание трендов гайдов интерфейсов ux и ui понимание того как делают интерфейсы от аналитики до конечной реализации умение создавать wireframes а также создавать интерактивные прототипы invision principle etc знание специфики работы с различными платформами ios android их возможностей и ограничений уверенное знание figma понимание верстки интерфейсов владение композицией сеткой типографикой и цветоведением ответственность за работу и результат соблюдение сроков навыки иллюстрации анимации
90,UXUI,анализировать входящие данные проблему пользовательские роли user story технические ограничения метрики и т д проводить анализ конкурентов собирать референсы строит user flow формулировать интерфейсные гипотезы и подбирать метрики успеха собирать кликабельные прототипы проектировать интерфейсы с чистым аккуратным и красивым ui проводить ux тесты презентовать своё решение команде продукта готовить макеты к передаче в разработку писать спецификацию к макетам разрабатывать и описывать новые компоненты для дизайн системы проводить ревью реализованного функционала участвовать в перекрестном дизайн ревью портфолио ux ui дизайнер уверенное владение figma auto layout constraints компоненты стили понимание принципов адаптивного дизайна опыт работы над сложными интерфейсами e commerce crm erp self service навыки написания спецификаций к макетам
